OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
254881,Spinocerebellar ataxia with epilepsy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254881,1,98006 > 68385 > 254881,Rare neurologic disease > Neurometabolic disease > Spinocerebellar ataxia with epilepsy,Category > Category > Disease,3
765,Pyruvate dehydrogenase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=765,0,98006 > 68385 > 765,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency,Category > Category > Disease,3
2394,Pyruvate dehydrogenase E3 deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2394,1,98006 > 68385 > 765 > 2394,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase E3 deficiency,Category > Category > Disease > Clinical subtype,4
79243,Pyruvate dehydrogenase E1-alpha deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79243,1,98006 > 68385 > 765 > 79243,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase E1-alpha deficiency,Category > Category > Disease > Clinical subtype,4
79244,Pyruvate dehydrogenase E2 deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79244,1,98006 > 68385 > 765 > 79244,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase E2 deficiency,Category > Category > Disease > Clinical subtype,4
79246,Pyruvate dehydrogenase phosphatase deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79246,1,98006 > 68385 > 765 > 79246,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase phosphatase deficiency,Category > Category > Disease > Clinical subtype,4
255138,Pyruvate dehydrogenase E1-beta deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255138,1,98006 > 68385 > 765 > 255138,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase E1-beta deficiency,Category > Category > Disease > Clinical subtype,4
255182,Pyruvate dehydrogenase E3-binding protein deficiency,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255182,1,98006 > 68385 > 765 > 255182,Rare neurologic disease > Neurometabolic disease > Pyruvate dehydrogenase deficiency > Pyruvate dehydrogenase E3-binding protein deficiency,Category > Category > Disease > Clinical subtype,4
448010,CAD-CDG,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=448010,1,98006 > 68385 > 448010,Rare neurologic disease > Neurometabolic disease > CAD-CDG,Category > Category > Disease,3
309147,Hyper-beta-alaninemia,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=309147,1,98006 > 68385 > 309147,Rare neurologic disease > Neurometabolic disease > Hyper-beta-alaninemia,Category > Category > Disease,3
1675,Dihydropyrimidine dehydrogenase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1675,1,98006 > 68385 > 1675,Rare neurologic disease > Neurometabolic disease > Dihydropyrimidine dehydrogenase deficiency,Category > Category > Disease,3
250977,AICA-ribosiduria,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=250977,1,98006 > 68385 > 250977,Rare neurologic disease > Neurometabolic disease > AICA-ribosiduria,Category > Category > Disease,3
99014,X-linked Charcot-Marie-Tooth disease type 5,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99014,1,98006 > 68385 > 99014,Rare neurologic disease > Neurometabolic disease > X-linked Charcot-Marie-Tooth disease type 5,Category > Category > Disease,3
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411543,1,98006 > 68385 > 411543,Rare neurologic disease > Neurometabolic disease > Severe phosphoribosylpyrophosphate synthetase superactivity,Category > Category > Clinical subtype,3
46,Adenylosuccinate lyase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46,1,98006 > 68385 > 46,Rare neurologic disease > Neurometabolic disease > Adenylosuccinate lyase deficiency,Category > Category > Disease,3
401973,MEND syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401973,1,98006 > 68385 > 401973,Rare neurologic disease > Neurometabolic disease > MEND syndrome,Category > Category > Malformation syndrome,3
506353,Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=506353,1,98006 > 68385 > 506353,Rare neurologic disease > Neurometabolic disease > Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,Category > Category > Disease,3
139480,Autosomal recessive spastic paraplegia type 39,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139480,1,98006 > 68385 > 139480,Rare neurologic disease > Neurometabolic disease > Autosomal recessive spastic paraplegia type 39,Category > Category > Disease,3
423296,Spinocerebellar ataxia type 38,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423296,1,98006 > 68385 > 423296,Rare neurologic disease > Neurometabolic disease > Spinocerebellar ataxia type 38,Category > Category > Disease,3
1187,Lethal ataxia with deafness and optic atrophy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1187,1,98006 > 68385 > 1187,Rare neurologic disease > Neurometabolic disease > Lethal ataxia with deafness and optic atrophy,Category > Category > Disease,3
36386,Hereditary sensory and autonomic neuropathy type 1,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36386,1,98006 > 68385 > 36386,Rare neurologic disease > Neurometabolic disease > Hereditary sensory and autonomic neuropathy type 1,Category > Category > Disease,3
171848,Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171848,1,98006 > 68385 > 171848,Rare neurologic disease > Neurometabolic disease > Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome,Category > Category > Disease,3
79241,Biotinidase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79241,1,98006 > 68385 > 79241,Rare neurologic disease > Neurometabolic disease > Biotinidase deficiency,Category > Category > Disease,3
199348,Thiamine-responsive encephalopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199348,1,98006 > 68385 > 199348,Rare neurologic disease > Neurometabolic disease > Thiamine-responsive encephalopathy,Category > Category > Disease,3
263410,Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263410,1,98006 > 68385 > 263410,Rare neurologic disease > Neurometabolic disease > Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,Category > Category > Disease,3
293955,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=293955,1,98006 > 68385 > 293955,Rare neurologic disease > Neurometabolic disease > Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,Category > Category > Disease,3
319651,Constitutional megaloblastic anemia with severe neurologic disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=319651,1,98006 > 68385 > 319651,Rare neurologic disease > Neurometabolic disease > Constitutional megaloblastic anemia with severe neurologic disease,Category > Category > Disease,3
28,Vitamin B12-responsive methylmalonic acidemia,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=28,1,98006 > 68385 > 28,Rare neurologic disease > Neurometabolic disease > Vitamin B12-responsive methylmalonic acidemia,Category > Category > Disease,3
468699,SLC39A8-CDG,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=468699,1,98006 > 68385 > 468699,Rare neurologic disease > Neurometabolic disease > SLC39A8-CDG,Category > Category > Disease,3
521406,Dystonia-parkinsonism-hypermanganesemia syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=521406,1,98006 > 68385 > 521406,Rare neurologic disease > Neurometabolic disease > Dystonia-parkinsonism-hypermanganesemia syndrome,Category > Category > Disease,3
620363,Primary hypomagnesemia-generalized seizures-intellectual disability-obesity syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=620363,1,98006 > 68385 > 620363,Rare neurologic disease > Neurometabolic disease > Primary hypomagnesemia-generalized seizures-intellectual disability-obesity syndrome,Category > Category > Disease,3
564178,Primary hypomagnesemia-refractory seizures-intellectual disability syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=564178,1,98006 > 68385 > 564178,Rare neurologic disease > Neurometabolic disease > Primary hypomagnesemia-refractory seizures-intellectual disability syndrome,Category > Category > Disease,3
521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=521411,1,98006 > 68385 > 521411,Rare neurologic disease > Neurometabolic disease > Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,Category > Category > Disease,3
139557,X-linked distal spinal muscular atrophy type 3,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=139557,1,98006 > 68385 > 139557,Rare neurologic disease > Neurometabolic disease > X-linked distal spinal muscular atrophy type 3,Category > Category > Disease,3
171851,MEDNIK syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171851,1,98006 > 68385 > 171851,Rare neurologic disease > Neurometabolic disease > MEDNIK syndrome,Category > Category > Disease,3
198,Occipital horn syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=198,1,98006 > 68385 > 198,Rare neurologic disease > Neurometabolic disease > Occipital horn syndrome,Category > Category > Disease,3
424027,Progressive myoclonic epilepsy type 8,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=424027,1,98006 > 68385 > 424027,Rare neurologic disease > Neurometabolic disease > Progressive myoclonic epilepsy type 8,Category > Category > Disease,3
395,Homocystinuria due to methylene tetrahydrofolate reductase deficiency,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=395,1,98006 > 68385 > 395,Rare neurologic disease > Neurometabolic disease > Homocystinuria due to methylene tetrahydrofolate reductase deficiency,Category > Category > Disease,3
505242,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=505242,1,98006 > 68385 > 505242,Rare neurologic disease > Neurometabolic disease > Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,Category > Category > Disease,3
46348,Paroxysmal extreme pain disorder,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46348,1,98006 > 46348,Rare neurologic disease > Paroxysmal extreme pain disorder,Category > Disease,2
69739,Athabaskan brainstem dysgenesis syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=69739,1,98006 > 69739,Rare neurologic disease > Athabaskan brainstem dysgenesis syndrome,Category > Disease,2
71281,Rare central nervous system and retinal vascular disease,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=71281,0,98006 > 71281,Rare neurologic disease > Rare central nervous system and retinal vascular disease,Category > Category,2
892,Von Hippel-Lindau disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=892,1,98006 > 71281 > 892,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Von Hippel-Lindau disease,Category > Category > Disease,3
569,Familial or sporadic hemiplegic migraine,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=569,1,98006 > 71281 > 569,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Familial or sporadic hemiplegic migraine,Category > Category > Disease,3
190,Coats disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=190,1,98006 > 71281 > 190,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Coats disease,Category > Category > Disease,3
820,Sneddon syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=820,1,98006 > 71281 > 820,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Sneddon syndrome,Category > Category > Disease,3
758,Pseudoxanthoma elasticum,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=758,1,98006 > 71281 > 758,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Pseudoxanthoma elasticum,Category > Category > Disease,3
891,Familial exudative vitreoretinopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=891,1,98006 > 71281 > 891,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Familial exudative vitreoretinopathy,Category > Category > Disease,3
838,Susac syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=838,1,98006 > 71281 > 838,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Susac syndrome,Category > Category > Disease,3
90065,Acquired aneurysmal subarachnoid hemorrhage,Particular clinical situation in a disease or syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=90065,1,98006 > 71281 > 90065,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Acquired aneurysmal subarachnoid hemorrhage,Category > Category > Particular clinical situation in a disease or syndrome,3
102006,Neurovascular malformation,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=102006,0,98006 > 71281 > 102006,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation,Category > Category > Category,3
774,Hereditary hemorrhagic telangiectasia,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=774,1,98006 > 71281 > 102006 > 774,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Hereditary hemorrhagic telangiectasia,Category > Category > Category > Disease,4
3205,Sturge-Weber syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3205,1,98006 > 71281 > 102006 > 3205,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Sturge-Weber syndrome,Category > Category > Category > Malformation syndrome,4
981,Internal carotid absence,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=981,1,98006 > 71281 > 102006 > 981,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Internal carotid absence,Category > Category > Category > Morphological anomaly,4
1062,Hereditary neurocutaneous malformation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1062,1,98006 > 71281 > 102006 > 1062,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Hereditary neurocutaneous malformation,Category > Category > Category > Disease,4
42775,PHACE syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=42775,1,98006 > 71281 > 102006 > 42775,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > PHACE syndrome,Category > Category > Category > Malformation syndrome,4
71213,Retinal cavernous hemangioma,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=71213,1,98006 > 71281 > 102006 > 71213,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Retinal cavernous hemangioma,Category > Category > Category > Disease,4
83454,Glomuvenous malformation,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83454,1,98006 > 71281 > 102006 > 83454,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Glomuvenous malformation,Category > Category > Category > Malformation syndrome,4
231160,Familial cerebral saccular aneurysm,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=231160,1,98006 > 71281 > 102006 > 231160,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Familial cerebral saccular aneurysm,Category > Category > Category > Disease,4
353334,Congenital retinal arteriovenous communication,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=353334,1,98006 > 71281 > 102006 > 353334,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Congenital retinal arteriovenous communication,Category > Category > Category > Morphological anomaly,4
521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=521445,1,98006 > 71281 > 102006 > 521445,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,Category > Category > Category > Malformation syndrome,4
715025,Spinal fast-flow vascular malformation,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715025,0,98006 > 71281 > 102006 > 715025,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation,Category > Category > Category > Clinical group,4
715326,Spinal epidural arteriovenous malformation,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715326,1,98006 > 71281 > 102006 > 715025 > 715326,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Spinal epidural arteriovenous malformation,Category > Category > Category > Clinical group > Morphological anomaly,5
715331,Paraspinal arteriovenous malformation,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715331,1,98006 > 71281 > 102006 > 715025 > 715331,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Paraspinal arteriovenous malformation,Category > Category > Category > Clinical group > Morphological anomaly,5
720023,Neonatal/infantile-onset spinal arteriovenous fistula,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=720023,1,98006 > 71281 > 102006 > 715025 > 720023,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Neonatal/infantile-onset spinal arteriovenous fistula,Category > Category > Category > Clinical group > Malformation syndrome,5
715307,Acquired spinal dural arteriovenous fistula,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715307,1,98006 > 71281 > 102006 > 715025 > 715307,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Acquired spinal dural arteriovenous fistula,Category > Category > Category > Clinical group > Morphological anomaly,5
715284,"Spinal cord arteriovenous malformation, nidus type",Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715284,1,98006 > 71281 > 102006 > 715025 > 715284,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Spinal cord arteriovenous malformation, nidus type",Category > Category > Category > Clinical group > Morphological anomaly,5
720027,Late-onset spinal arteriovenous fistula,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=720027,1,98006 > 71281 > 102006 > 715025 > 720027,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Spinal fast-flow vascular malformation > Late-onset spinal arteriovenous fistula,Category > Category > Category > Clinical group > Morphological anomaly,5
715750,Intracranial fast-flow vascular malformation,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715750,0,98006 > 71281 > 102006 > 715750,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation,Category > Category > Category > Clinical group,4
692271,Cerebral proliferative angiopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=692271,1,98006 > 71281 > 102006 > 715750 > 692271,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Cerebral proliferative angiopathy,Category > Category > Category > Clinical group > Disease,5
715318,Intracranial dural arteriovenous fistula,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715318,1,98006 > 71281 > 102006 > 715750 > 715318,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Intracranial dural arteriovenous fistula,Category > Category > Category > Clinical group > Disease,5
1053,Vein of Galen malformation,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1053,1,98006 > 71281 > 102006 > 715750 > 1053,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Vein of Galen malformation,Category > Category > Category > Clinical group > Morphological anomaly,5
46724,"Brain arteriovenous malformation, nidus type",Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46724,1,98006 > 71281 > 102006 > 715750 > 46724,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Brain arteriovenous malformation, nidus type",Category > Category > Category > Clinical group > Morphological anomaly,5
720014,Neonatal/infantile-onset brain arteriovenous fistula,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=720014,1,98006 > 71281 > 102006 > 715750 > 720014,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Neonatal/infantile-onset brain arteriovenous fistula,Category > Category > Category > Clinical group > Malformation syndrome,5
97339,Dural sinus malformation with arteriovenous shunt,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97339,1,98006 > 71281 > 102006 > 715750 > 97339,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Dural sinus malformation with arteriovenous shunt,Category > Category > Category > Clinical group > Morphological anomaly,5
720017,Late-onset brain arteriovenous fistula,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=720017,1,98006 > 71281 > 102006 > 715750 > 720017,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Intracranial fast-flow vascular malformation > Late-onset brain arteriovenous fistula,Category > Category > Category > Clinical group > Morphological anomaly,5
715757,Metameric fast-flow vascular malformation,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715757,0,98006 > 71281 > 102006 > 715757,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Metameric fast-flow vascular malformation,Category > Category > Category > Clinical group,4
141189,Cerebrofacial arteriovenous metameric syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141189,1,98006 > 71281 > 102006 > 715757 > 141189,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Metameric fast-flow vascular malformation > Cerebrofacial arteriovenous metameric syndrome,Category > Category > Category > Clinical group > Malformation syndrome,5
53721,Spinal arteriovenous metameric syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53721,1,98006 > 71281 > 102006 > 715757 > 53721,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Metameric fast-flow vascular malformation > Spinal arteriovenous metameric syndrome,Category > Category > Category > Clinical group > Malformation syndrome,5
723432,Central nervous system venous vascular malformation,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=723432,0,98006 > 71281 > 102006 > 723432,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Central nervous system venous vascular malformation,Category > Category > Category > Clinical group,4
717564,Dural sinus malformation without arteriovenous shunt,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=717564,1,98006 > 71281 > 102006 > 723432 > 717564,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Central nervous system venous vascular malformation > Dural sinus malformation without arteriovenous shunt,Category > Category > Category > Clinical group > Malformation syndrome,5
221061,Familial cerebral cavernous malformation,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221061,1,98006 > 71281 > 102006 > 723432 > 221061,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neurovascular malformation > Central nervous system venous vascular malformation > Familial cerebral cavernous malformation,Category > Category > Category > Clinical group > Malformation syndrome,5
137577,Neonatal hypoxic and ischemic brain injury,Particular clinical situation in a disease or syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=137577,1,98006 > 71281 > 137577,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Neonatal hypoxic and ischemic brain injury,Category > Category > Particular clinical situation in a disease or syndrome,3
140989,Primary angiitis of the central nervous system,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140989,1,98006 > 71281 > 140989,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Primary angiitis of the central nervous system,Category > Category > Disease,3
209943,IRVAN syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=209943,1,98006 > 71281 > 209943,Rare neurologic disease > Rare central nervous system and retinal vascular disease > IRVAN syndrome,Category > Category > Disease,3
284247,Familial retinal arterial macroaneurysm,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284247,1,98006 > 71281 > 284247,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Familial retinal arterial macroaneurysm,Category > Category > Malformation syndrome,3
329217,Cerebral sinovenous thrombosis,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=329217,1,98006 > 71281 > 329217,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Cerebral sinovenous thrombosis,Category > Category > Disease,3
353356,Vasoproliferative tumor of the retina,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=353356,1,98006 > 71281 > 353356,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Vasoproliferative tumor of the retina,Category > Category > Disease,3
404463,Multisystemic smooth muscle dysfunction syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404463,1,98006 > 71281 > 404463,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Multisystemic smooth muscle dysfunction syndrome,Category > Category > Disease,3
439175,Pediatric arterial ischemic stroke,Clinical syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439175,1,98006 > 71281 > 439175,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Pediatric arterial ischemic stroke,Category > Category > Clinical syndrome,3
447788,Cerebral visual impairment,Clinical syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447788,1,98006 > 71281 > 447788,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Cerebral visual impairment,Category > Category > Clinical syndrome,3
