OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
99945,Autosomal dominant Charcot-Marie-Tooth disease type 2L,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99945,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 99945,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2L,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
99946,Autosomal dominant Charcot-Marie-Tooth disease type 2A1,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99946,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 99946,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2A1,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99947,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 99947,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2A2,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
228174,Autosomal dominant Charcot-Marie-Tooth disease type 2N,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228174,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 228174,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2N,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228179,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 228179,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2M,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
284232,Autosomal dominant Charcot-Marie-Tooth disease type 2O,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284232,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 284232,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2O,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
300319,Charcot-Marie-Tooth disease type 2P,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=300319,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 300319,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Charcot-Marie-Tooth disease type 2P,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
324611,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324611,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 324611,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
329258,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=329258,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 329258,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2Q,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=397735,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 397735,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2U,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
401964,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401964,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 401964,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435387,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 435387,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2Y,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
435819,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=435819,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 435819,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
447964,Autosomal dominant Charcot-Marie-Tooth disease type 2V,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447964,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 447964,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2V,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=466768,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 466768,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
487814,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=487814,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 487814,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
488333,Autosomal dominant Charcot-Marie-Tooth disease type 2W,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=488333,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 488333,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2W,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
497757,MME-related autosomal dominant Charcot Marie Tooth disease type 2,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=497757,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 497757,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > MME-related autosomal dominant Charcot Marie Tooth disease type 2,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=521414,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64746 > 521414,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Autosomal dominant Charcot-Marie-Tooth disease type 2 > Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Category > Category > Category > Category > Clinical group > Category > Clinical group > Disease,8
64751,Hereditary motor and sensory neuropathy type 5,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=64751,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 64751,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Hereditary motor and sensory neuropathy type 5,Category > Category > Category > Category > Clinical group > Category > Disease,7
90117,"Hereditary motor and sensory neuropathy, Okinawa type",Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=90117,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 90117,"Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Hereditary motor and sensory neuropathy, Okinawa type",Category > Category > Category > Category > Clinical group > Category > Disease,7
90120,Hereditary motor and sensory neuropathy type 6,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=90120,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 90120,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Hereditary motor and sensory neuropathy type 6,Category > Category > Category > Category > Clinical group > Category > Disease,7
538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538574,1,98006 > 98496 > 98497 > 166 > 476109 > 140456 > 538574,Rare neurologic disease > Rare peripheral neuropathy > Genetic peripheral neuropathy > Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy > Axonal hereditary motor and sensory neuropathy > Autosomal dominant hereditary axonal motor and sensory neuropathy > Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,Category > Category > Category > Category > Clinical group > Category > Disease,7
